sentence,spoiler,page,trope
"The show has had some variation on ""get a car for cheap/really cheap/ obscenely  cheap"" as the central premise of an episode several times.",TRUE,TopGearUS,TheAllegedCar
":  Tanner has a  Verbal Tic  of talking really fast when he's lying, and Rutledge and Adam have called him out on it.",FALSE,TopGearUS,BlatantLies
Rutledge ( again ) mentions this when  the hosts see the cars they're competing against  in the demolition derby in the Dangerous Cars episode.,FALSE,TopGearUS,BringMyBrownPants
"In the Luxury Car challenge, Rutledge couldn't get the real thing so he bought a Fiero kit car made up to look like a Ferrari.",FALSE,TopGearUS,CaptainErsatz
"Too many to list, as is expected for a show like this.",FALSE,TopGearUS,CoolCar
"Later in the same episode, this is the hosts' collective reaction when they see the cars they'll be competing against in the demolition derby.",FALSE,TopGearUS,OhCrap
"The first host whose American-made truck failed ( it was Adam ) would be forced to drive a Toyota Tacoma (also known as the invincible Hilux from the British  Top Gear ), which is not given the same regard as it is across the pond.",TRUE,TopGearUS,SeriousBusiness
"And, to be fair,  fuck you .",FALSE,TopGearUS,TransAtlanticEquivalent
" (ten TV episodes, 2011), an  International Coproduction  between the BBC and Starz Entertainment of America",FALSE,Torchwood,TorchwoodMiracleDay.html
"He subsequently travelled to the 19th century and, due to a broken time machine, got stuck on the  The Slow Path .",FALSE,Torchwood,TheMenInBlack
"And their idea of secrecy involves driving around in a van with the word ""Torchwood"" in big yellow letters on it, and ordering pizza under the name ""Torchwood"" to be delivered at their unlocked front door.",FALSE,Torchwood,TheMenInBlack
"Trope Namer  for:   Aliens in Cardiff  Justified  due to a space-time rift, making it a hubbub of otherworldy activity.",FALSE,Torchwood,TheMenInBlack
"Jack loves her, but stays away because she's taken, and he's also infatuated with the Doctor.",FALSE,Torchwood,AllLoveIsUnRequited
"He starts sleeping with, then seriously dating, Ianto, who is in love with him, but Jack has a tendency to avoid the subject of love   until  Torchwood: The Lost Files .",TRUE,Torchwood,AllLoveIsUnRequited
"Tosh is in love with Owen, who won't give her the time of day.",TRUE,Torchwood,AllLoveIsUnRequited
"(There is an episode when he does due to mind-altering aliens, but then she has no interest in him due to same.",TRUE,Torchwood,AllLoveIsUnRequited
") Oh, and Andy used to date Gwen and would like her to stop being so happy with Rhys.",TRUE,Torchwood,AllLoveIsUnRequited
As the former is dying.,TRUE,Torchwood,AnguishedDeclarationOfLove
Made only worse by the fact that it was the  first time he ever said it.,TRUE,Torchwood,AnguishedDeclarationOfLove
Although Jack obviously didn't stay dead.,TRUE,Torchwood,AnyoneCanDie
"Early on, it's mentioned that except for Jack, everyone at Torchwood is relatively young; due to the extremely dangerous nature of their work, few Torchwood employees live to see 35.",FALSE,Torchwood,AnyoneCanDie
"Although many shows about troubleshooting elite teams make this sort of ""everyone on our team dies young"" claim, Torchwood is notable for   actually making good on it .",TRUE,Torchwood,AnyoneCanDie
"Despite that, he's  still  accused of this trope by some fans.",FALSE,Torchwood,ButNotTooBi
"Several characters, including   Suzie and Owen , thanks to the Resurrection Gauntlet and its twin.",TRUE,Torchwood,CameBackWrong
This is also notably the reason behind Jack's immortality.,TRUE,Torchwood,CameBackWrong
and you can forget about not aging   or healing from usually fatal wounds.,TRUE,Torchwood,CrapsackWorld
"No matter what he does, the people he loves will eventually die, while he remains exactly the same.",FALSE,Torchwood,DownerEnding
":  When a guy ends up sleeping with the man who killed his girlfriend and a girl pines after an   undead man  after dating a  killer  alien chick and a   frozen WWI soldier , you know you've arrived safely at this trope.",TRUE,Torchwood,DysfunctionJunction
"It gets so bad in  Children of Earth , that if you plan to watch all the episodes together,  at least  mix in something mildly uplifting between episodes or after viewing.",FALSE,Torchwood,DysfunctionJunction
Captain Jack is   shot dead  by Owen.,TRUE,Torchwood,EasilyForgiven
"Despite the fact Owen was unaware that Jack would resurrect, Jack easily forgives him.",TRUE,Torchwood,EasilyForgiven
"He still forgives the team, minutes after reviving.",FALSE,Torchwood,EasilyForgiven
"It's not all guys, just Jack...",FALSE,Torchwood,EvenTheGuysWantHim
"Oh, and they also brought in  Spike .",FALSE,Torchwood,Expy
Russell T Davies  WAS pretty heavily inspired by  Joss Whedon .,FALSE,Torchwood,BadassLongcoat
"In ""Small Worlds"", a very creepy episode, the ""fairies"" are depicted as unstoppable horrors.",FALSE,Torchwood,TheFairFolk
"The one carried by  Gwen  is a subversion: the unborn wasn't really the deadly part, it was the unborn's mother coming to rip it out of her.",TRUE,Torchwood,FetusTerrible
"""  Subverted in series 2 with   Owen, after his return from the dead , who loses the ability to heal completely, making the slightest injury potentially crippling.",TRUE,Torchwood,GoodThingYouCanHeal
"Even when the  Hub  is collapsing around their ears, Ianto pauses in his escape to grab it for him; later   he tracks down a replacement coat after the original is destroyed in ""Day One"" , because Jack doesn't feel like the captain without it.",TRUE,Torchwood,IconicItem
"To make matters worse, most of the people he falls for are  tragic heroes who die young .",TRUE,Torchwood,MayflyDecemberRomance
"""Don't forget me.",TRUE,Torchwood,MayflyDecemberRomance
"During the episode ""Captian Jack Harkness"", Vote Saxon signs can be seen hung on the door of the dance hall.",FALSE,Torchwood,MeaningfulBackgroundEvent
Gwen is caught between Jack (magical) and Rhys (muggle).,FALSE,Torchwood,MuggleAndMagicalLoveTriangle
And they leave the front door open.,FALSE,Torchwood,TheNotSecret
"""  Jack This is Torchwood 3.",FALSE,Torchwood,OddlySmallOrganization
"The Torchwood Three Hub is a massive underground complex, several stories high, which is somehow maintained by a team of five or fewer people.",FALSE,Torchwood,OddlySmallOrganization
"After the events of  Exit Wounds , he's at least 2,000 years old.",TRUE,Torchwood,OlderThanTheyLook
":  James Marsters, who plays  Fake Brit  Captain John Hart, has a come-and-go American trace.",FALSE,Torchwood,OohMeAccentsSlipping
There's a possibility that Jack is destined to   live for another five BILLION years .,TRUE,Torchwood,TheSlowPath
"He's a little bitter that from his point of view, WWII rolled around about three weeks after ""the war to end all wars.",FALSE,Torchwood,TheSlowPath
Owen during Series 2 proves to be unpalatable to various hungry aliens.,FALSE,Torchwood,TooSpicyForYogSothoth
Couldn't they just make their own coffee?,FALSE,Torchwood,UltimateJobSecurity
PC Andy rips off his police uniform and starts punching out the soldiers who are trying to seize  the children .,TRUE,TorchwoodChildrenOfEarth,BewareTheNiceOnes
"""  The whole scene where Gwen and Rhys are disguised as undertakers.",FALSE,TorchwoodChildrenOfEarth,BlackComedy
"There are lee-ways that the 456 are simply ""misunderstood"" and don't understand themselves the harm they're doing to  the children  or that humanity means anything in the universe.",TRUE,TorchwoodChildrenOfEarth,BlueAndOrangeMorality
"They don't seem to be either particularly ashamed or proud of  their addiction , not that much reluctant to admit what they use  the children  for (if they'd anticipate the humans' reactions, maybe they wouldn't have admitted that easily).",TRUE,TorchwoodChildrenOfEarth,BlueAndOrangeMorality
They show signs of  Psychopathic Manchild  throughout the series.,TRUE,TorchwoodChildrenOfEarth,BlueAndOrangeMorality
"Clement McDonald, the only one of the 12 children left behind in 1965.",FALSE,TorchwoodChildrenOfEarth,CrazyHomelessPeople
"Gwen is perceived as getting in the way of Jack/Ianto, especially after  Ianto's death .",TRUE,TorchwoodChildrenOfEarth,DieForOurShip
"When the alarms go off to signify that the 456 have begun  filling Thames House with poison gas  and sealed it off, instead of futilely trying to escape, he runs into an equipment room and quickly puts on a hot-suit.",TRUE,TorchwoodChildrenOfEarth,GenreSavvy
"Incidentally, he's the only one in the building who survives.",TRUE,TorchwoodChildrenOfEarth,GenreSavvy
"Gwen Cooper, including a  Leap and Fire  at one stage.",FALSE,TorchwoodChildrenOfEarth,GunsAkimbo
"When  Agent Johnson  finds out just what her superiors in the government are up to, she and her Black Ops troops goes from hunting Torchwood to helping them.",TRUE,TorchwoodChildrenOfEarth,HeelFaceTurn
The 456 are finally defeated by   turning the signal they used to control the children against them .,TRUE,TorchwoodChildrenOfEarth,HoistByHisOwnPetard
Then  Ianto dies  and things go horribly  Grim Dark  from there.,TRUE,TorchwoodChildrenOfEarth,HopeSpot
" The children  produce chemicals which the 456 use   not to  stay alive , or run technology that can only be  Powered by a Forsaken Child , but  simply to get high .",TRUE,TorchwoodChildrenOfEarth,HumanResources
"However, what's originally justified as a  Necessary Evil  to save the entire human race quickly becomes  a social eugenics program .",TRUE,TorchwoodChildrenOfEarth,IDidWhatIHadToDo
"Averted with the (unseen) deaths of children in road accidents (because they froze while crossing the street),  Frobisher's daughters , and the onscreen death of  Jack's grandson .",TRUE,TorchwoodChildrenOfEarth,InfantImmortality
"First, in 1965 they only asked for  12 children , which was feasible.",TRUE,TorchwoodChildrenOfEarth,InsaneTrollLogic
"Secondly, they gave something in apparent bigger value - the salvation for 25 million people.",TRUE,TorchwoodChildrenOfEarth,InsaneTrollLogic
It was a trade.,TRUE,TorchwoodChildrenOfEarth,InsaneTrollLogic
"Now they're claming  nearly as much as they saved  while giving  absolutely nothing  except ""Well, I let you live, isn't that enough?",TRUE,TorchwoodChildrenOfEarth,InsaneTrollLogic
"""  Another problem is with their logic that if people accept that  children   are dying of natural causes , they won't mind if aliens took them from them, which they consider almost identical.",TRUE,TorchwoodChildrenOfEarth,InsaneTrollLogic
"Nevermind  maternal instinct  and having  your child  plucked out of your hands, literally, by the state or some aliens, is completely different than being plucked by death, with  the parents  being unable to stop it or fight it.",TRUE,TorchwoodChildrenOfEarth,InsaneTrollLogic
""" We want ten percent of the children of this world.",TRUE,TorchwoodChildrenOfEarth,InvasionOfTheBabySnatchers
"Alice threatens Johnson with the vengeance of Jack Harkness if  her child is harmed , only to have Jack do it instead.",TRUE,TorchwoodChildrenOfEarth,Irony
"She pales in comparison with Home Secretary Denise Riley, who had the monstrous  Moral Myopia  to be indignant at the idea that the lottery wouldn't exclude  her relative's children as well as her own , but was the first to suggest giving the 456 the ""expendable""  children .",TRUE,TorchwoodChildrenOfEarth,KarmaHoudini
And she implies that she expects to succeed Green as Prime Minister after his deeds come to light.,TRUE,TorchwoodChildrenOfEarth,KarmaHoudini
"People are willing to accede to the 456's demands as long as it's not  their  children  being handed over, or  someone they know .",TRUE,TorchwoodChildrenOfEarth,AMillionIsAStatistic
"Children  are even referred to as ""units"" by the Cabinet.",TRUE,TorchwoodChildrenOfEarth,AMillionIsAStatistic
"In  Children Of Earth  he plays John Frobisher, a  Butt Monkey   Anti-Villain  who is so ashamed of his governments' acts he  commits suicide after murdering his family  to spare his family from  being turned over to the 456 .",TRUE,TorchwoodChildrenOfEarth,PlayingAgainstType
The two characters are polar opposites.,TRUE,TorchwoodChildrenOfEarth,PlayingAgainstType
"Don't leave me, please.",TRUE,TorchwoodChildrenOfEarth,PleaseDontLeaveMe
"Furthering the  Alternate Character Interpretation , Denise Riley stating 'what everyone was thinking' qualifies for this, if you consider her a  Complete Monster  - no one in the Cabinet is going to sign  their children up  to be taken by the 456, and if there's no other choice, why not get rid of  the underperforming children  who are likely to become the  'future drain on society'  and protect the future leaders?",TRUE,TorchwoodChildrenOfEarth,PragmaticVillainy
"None of the government big shots want  their own children handed over , and if they're exempt, why not get rid of the ratbag element of society?",TRUE,TorchwoodChildrenOfEarth,SillyRabbitIdealismIsForKids
When  the children  are seized.,TRUE,TorchwoodChildrenOfEarth,SoundtrackDissonance
The dark gray Land Rovers used by Johnson's mooks.,FALSE,TorchwoodChildrenOfEarth,VanInBlack
Gwen leaves one in the final episode for anyone who's still around to see it.,FALSE,TorchwoodChildrenOfEarth,VideoWill
"its people was utterly  useless , as would have been  handling the children to the aliens , or worse,  not handling them .",TRUE,TorchwoodChildrenOfEarth,WhatASenselessWasteOfHumanLife
"Right before he was about to reveal his employer, too .",TRUE,TorchwoodMiracleDay,AndIMustScream
Some of them like  Rex   do it thrice.,TRUE,TorchwoodMiracleDay,AnyoneCanDie
Gwen also gives a variant later in the same episode when Rex is shot.,FALSE,TorchwoodMiracleDay,BigNo
"  Despite the Families surviving to plot another day, the world is back to normal after the nightmare that was the miracle, Torchwood is back,  The Mole  was shot to death and rather than die Rex is now immortal, though only time will tell if that's a good thing or not.",TRUE,TorchwoodMiracleDay,BittersweetEnding
"But Esther and Vera are dead, along with Gwen's dad.",TRUE,TorchwoodMiracleDay,BittersweetEnding
It still doesn't kill him.,FALSE,TorchwoodMiracleDay,BodyHorror
  Oswald Danes dies.,TRUE,TorchwoodMiracleDay,BookEnds
"And in a smaller example, both the first and last episodes involve, at some point, a suicide bomber   the Mook assassin in ""The New World"" and   Oswald  in ""The Blood Line"".",TRUE,TorchwoodMiracleDay,BookEnds
Which apparently implies that  that hole is stronger than the power of Time itself .,TRUE,TorchwoodMiracleDay,BroughtDownToNormal
"He also admits that they 'kill him', just as his role model once said.",TRUE,TorchwoodMiracleDay,CallBack
Jack also invokes the names of several alien races featured in both  Doctor Who  and  The Sarah Jane Adventures .,TRUE,TorchwoodMiracleDay,CallBack
"In Episode 8,   one of them is revealed to be a  mole  for the Families .",TRUE,TorchwoodMiracleDay,ChekhovsGunman
"Turns out that this isn't just exploitation   they knew the miracle was coming, or at the very least were made to prepare for it unknowingly.",TRUE,TorchwoodMiracleDay,CorruptCorporateExecutive
"Stuart Owens, a Phicorp bigwig, is notable for being rather helpful and non-antagonistic despite qualifying for this.",TRUE,TorchwoodMiracleDay,CorruptCorporateExecutive
"As he puts it, ""I'm not a bad man.",TRUE,TorchwoodMiracleDay,CorruptCorporateExecutive
"I'm not a good man, either.",TRUE,TorchwoodMiracleDay,CorruptCorporateExecutive
I'm a...  middle   man.,TRUE,TorchwoodMiracleDay,CorruptCorporateExecutive
"Following in the footsteps of ""Children of Earth"".",FALSE,TorchwoodMiracleDay,CrapsackWorld
"He still reckons he's going to Hell for his crimes, but views this as a victory because  Hell is full of bad little girls ...",TRUE,TorchwoodMiracleDay,DoomedMoralVictor
"In a straight example, Stuart Owens asks a friend to investigate a construction site bought by PhiCorp; he finds   The Blessing which is in a chasm underground between Buenos Aires and Shanghai that causes people to discover their true selves.",TRUE,TorchwoodMiracleDay,DrivenToSuicide
It drives him to jump from a height guaranteed to render him Category 1.,TRUE,TorchwoodMiracleDay,DrivenToSuicide
"  The Blessing turns out to be a beneficial version of this, living in symbiosis with the human race.",TRUE,TorchwoodMiracleDay,EldritchAbomination
"It also appears to be more powerful than Time itself, as it  is able to remove Jack's immortality .",TRUE,TorchwoodMiracleDay,EldritchAbomination
Bill Pullman mentioned in an interview that Oswald Danes   ended up dying because the lawyers said so .,TRUE,TorchwoodMiracleDay,ExecutiveMeddling
"Not that we can blame them, but still.",TRUE,TorchwoodMiracleDay,ExecutiveMeddling
They get stuck in  giant ovens for disposal .,TRUE,TorchwoodMiracleDay,FantasticRacism
We get a quick shot of her inside the wreckage.,TRUE,TorchwoodMiracleDay,FateWorseThanDeath
Everyone's reaction to   Rex being immortal  at the end of the last episode.,TRUE,TorchwoodMiracleDay,FlatWhat
"For the Torchwood team, the friend is   Esther  and the idol is   mortality .",TRUE,TorchwoodMiracleDay,FriendOrIdolDecision
They choose   the idol.,TRUE,TorchwoodMiracleDay,FriendOrIdolDecision
Basically what caused the Miracle.,TRUE,TorchwoodMiracleDay,AWizardDidIt
"The Families have shades of this, especially when they reveal that  they plan to use the new political system the Miracle created to take over the world and decide who lives and dies .",TRUE,TorchwoodMiracleDay,AGodAmI
Juarez is burnt alive .,TRUE,TorchwoodMiracleDay,Gorn
"Also applies to the legislative process in the show: In the space of one conversation, you go from hearing that a bunch of reports have been finished and sent to the President and HHS Secretary to the recommendations becoming law at midnight that night without even a  hint  of enabling legislation having been previously passed?",FALSE,TorchwoodMiracleDay,HollywoodLaw
"Even though Danes is guilty of a  very  nasty crime, the Constitution of the United States of America prohibits making an act illegal before the law was put into power, which means he can't be categorized and sentenced under this new law for an offense he committed before the law was passed.",TRUE,TorchwoodMiracleDay,HollywoodLaw
"Also, putting folks into the ovens conscious would almost assuredly qualify as cruel and unusual punishment.",TRUE,TorchwoodMiracleDay,HollywoodLaw
"Technically, the emergency mandate is not an ex post facto law as he was previously sentenced to death and the law is merely changing the administration of his punishment.",TRUE,TorchwoodMiracleDay,HollywoodLaw
"However, the show's misuse of force majeure which is not even invoked in American criminal law should be taken to task.",TRUE,TorchwoodMiracleDay,HollywoodLaw
It returns to him at the end; and Rex gains it too .,TRUE,TorchwoodMiracleDay,HealingFactor
Rex bites Esther's head off for   visiting her sister's house and being made by a hitman  when he  visited his dad while they're in Venice Beach and could have compromised them as well had Esther not already done so.,TRUE,TorchwoodMiracleDay,Hypocrite
"Since nobody knows what Rex did, he can continue acting smug towards Esther without her realizing his hypocrisy.",TRUE,TorchwoodMiracleDay,Hypocrite
"Also, to be fair, Rex is trained in that sort of thing and Ester isn't.",TRUE,TorchwoodMiracleDay,Hypocrite
"Visiting her sister also leads a hitman to their new hideout, nearly getting Jack and Gwen killed/would-be-killed.",TRUE,TorchwoodMiracleDay,IdiotBall
"Then they instituted the Category system, and things  genuinely  got a lot worse.",TRUE,TorchwoodMiracleDay,ItGotWorse
And then there's Episode 8.,TRUE,TorchwoodMiracleDay,ItGotWorse
"Not only is the world on the verge of a new Great Depression, but things for the individual characters get a lot worse personally.",TRUE,TorchwoodMiracleDay,ItGotWorse
Or so one would hope.,TRUE,TorchwoodMiracleDay,KillItWithFire
"For the moment, it does seem to be working, but then it would be rather hard to question inanimate ash to check if there's a soul still in there.",TRUE,TorchwoodMiracleDay,KillItWithFire
After  slowly destroying her.,TRUE,TorchwoodMiracleDay,KillTheCutie
"Gwen  technically  kills   her father, Esther and (temporarily) Jack and Rex , as the Families are quick to point out to her.",TRUE,TorchwoodMiracleDay,KillTheOnesYouLove
"basically what every government in the world utilising overflow camps becomes,   since Category 1 inmates are sent into 'the module', death chambers where they are incinerated alive.",TRUE,TorchwoodMiracleDay,ANaziByAnyOtherName
"Gwen calls one of the camp doctors out on this, going so far as to tell her not to call herself a doctor anymore, because she doesn't deserve it.",TRUE,TorchwoodMiracleDay,ANaziByAnyOtherName
It's never made clear how  three wealthy families were able to attain that much power in the world beyond spending decades insinuating themselves into the top political/financial/media (one family for each) positions and families in the world and working together on trying to become immortal .,FALSE,TorchwoodMiracleDay,NebulousCriminalConspiracy
They're not even mentioned to be using any alien technology.,TRUE,TorchwoodMiracleDay,NebulousCriminalConspiracy
 Rex is now Jack-style immortal  A more literal example from Shapiro and his CIA buddies when they realise  The Mole  is   Charlotte ... and has left them  a package.,TRUE,TorchwoodMiracleDay,OhCrap
Death came back.,TRUE,TorchwoodMiracleDay,PreMortemOneLiner
The only cosmetic difference is that Rex is the  Token Minority .,FALSE,TorchwoodMiracleDay,SuspiciouslySimilarSubstitute
She's  the mole.,TRUE,TorchwoodMiracleDay,TooDumbToLive
It's not uncommon for Daniel to also use the fourth segment to show a longer video with more commentary than usual.,FALSE,Tosh0,DanielTosh
"Untwisted at the beginning of one episode invoked   Daniel Welcome to Tosh.0, the most pro-transgender show on all of cable!",FALSE,Tosh0,AcceptableTargets
""" It's because I have two dicks.",TRUE,Tosh0,CaptainObvious
"He once jumped higher than the (black) Football Player Who Tackled His Own Teammate, saying ""You know what else is nice?",FALSE,Tosh0,TheCastShowOff
"Daniel does this occasionally,  for comedic value, of course , mostly to create confusion for the home viewer because there's no way to know what he is saying.",FALSE,Tosh0,ClusterFBomb
"As of season 3, Tosh's new sign-off phrase is  ""C U Next Tuesday  you cunts!",FALSE,Tosh0,CountryMatters
"To rub it in, he then pulls out a Zima and drinks that instead.",TRUE,Tosh0,DisproportionateRetribution
That sounds pretty proportionate to me.,TRUE,Tosh0,DisproportionateRetribution
"Exaggerated when Daniel plays ""Guess What Happens Next"" with a video of an Asian kid who  lights his crotch on fire ; he spends about a minute driving home the point that viewer should not try this at home.",TRUE,Tosh0,DontTryThisAtHome
"Soon after,  the page was locked due to vandalism .",FALSE,Tosh0,GoneHorriblyRight
[ beat ]  That's their name!,FALSE,Tosh0,AGoodNameForARockBand
"If you're familiar with his show and comedic persona, it can be a little disorienting to read an interview with Daniel, where he generally comes off as a rather humble and very nice, even sweet, guy.",FALSE,Tosh0,MeanCharacterNiceActor
"""Ugh, it hit him right in the vagina!",FALSE,Tosh0,MinorInjuryOverreaction
"Part of the reason  Comedy Central  kept the show going longer than it expected to was that it became very popular with males ages 18-34, a high sought-after advertising demographic.",FALSE,Tosh0,MoneyDearBoy
This is pretty much the basis of Tosh's comedy.,FALSE,Tosh0,RefugeInAudacity
""" *   It does.",FALSE,Tosh0,Jerkass
"""And your friends ignored your pain long enough to keep recording this video.",FALSE,Tosh0,TheSarahSilvermanProgram
"The message says, and I quote, ""So if you're wasting your time deciphering those stupid fucking lyrics, by all means, please kill yourself.",FALSE,Tosh0,SubliminalSeduction
"The guy from the ""Things You Shouldn't Run Into a Room and Yell""  viewer response video  who walks into a room in a dress and says,  ""Let's not turn this rape into a murder.",FALSE,Tosh0,VillainousCrossdresser
Each episode has a different  Arc Number  which Martin must follow.,FALSE,Touch,ArcNumber
"For example, the pilot episode has 318, which is   both the time at which Martin encounters a former firefighter and inadvertently fights with (causing him to miss his train)  AND  the number on the bus whose passengers said ex-firefighter saves because he happened to miss his train .",TRUE,Touch,ArcNumber
"It looks like somebody is  in  there, despite a statement from the intstitute's director saying otherwise - though whether that's  a lie  or something far more sinister remains to be seen.",TRUE,Touch,ArcNumber
"Insulting Jake, for Martin.",FALSE,Touch,BerserkButton
The plot circling around the cell phone.,FALSE,Touch,FourLinesAllWaiting
"Jake screams and writhes the whole way, and the first thing Martin says to him after tossing him in the taxi is, ""I'm sorry, Jake, I had to!",FALSE,Touch,HatesBeingTouched
"Jake regularly wanders away, climbs phone towers (!",FALSE,Touch,TroublingUnchildlikeBehavior
"Jake, unless he's  screaming .",FALSE,Touch,TheVoiceless
"Tulio Trivio, Juann Juan Harry, Baln Von Bola   Letter Motif All tramoyas have names that end with 'n' and surnames that ends with 'illo' (Benjamn Listillo, Fermn Virutillo,  Valentn Trujillo , etc.",FALSE,TreintaYUnMinutos,AlliterativeName
"Bodoque, as he's forced to do ecological reports while actually wanting to be the anchor man of the show.",FALSE,TreintaYUnMinutos,HatesTheJobLovesTheLimelight
Actual ones appear on DVD.,FALSE,TreintaYUnMinutos,HilariousOuttakes
Several songs featured in the show.,FALSE,TreintaYUnMinutos,MundaneMadeAwesome
"Last episode of each season, although they are actually  clip shows  of all the music videos of the season, and usually a new song.",FALSE,TreintaYUnMinutos,MusicalEpisode
Several episodes end with the cast fired or working at something completely different.,FALSE,TreintaYUnMinutos,SnapBack
"The show has ended, with 2 seasons and 60 episodes.",FALSE,TrueJacksonVP,TrueJacksonVP
"Most episodes end this way, with True learning a valuable lesson.",FALSE,TrueJacksonVP,AnAesop
"Amanda, with the sweet side coming out every so often.",FALSE,TrueJacksonVP,SugarAndIcePersonality
Sometimes an episode about drug use will be followed by an episode about being on vacation.,FALSE,TrueLife,MoodWhiplash
It's actually a pet octopus he visits at an aquarium .,TRUE,Tucker,BaitAndSwitch
"The strange thing is, Ioki would almost certainly be from (the former) South Vietnam, who were America's allies.",FALSE,TwentyOneJumpStreet,ArtisticLicenseHistory
"The cops are still adult age, but they look like high schoolers, so they have to go to high school to fight crime that happens in/around high school.",FALSE,TwentyOneJumpStreet,CompulsorySchoolAge
The actors standing next to ACTUAL high-schoolers would've looked hopelessly out of place.,FALSE,TwentyOneJumpStreet,OlderThanTheyLook
"It helps that Johnny Depp's character was in his  mid-twenties , not actually a student, and in the most  egregious  example, met before he was actually assigned to her school.",FALSE,TwentyOneJumpStreet,TeacherStudentRomance
"Max doesn't know how to bake cupcakes from scratch, and she and Caroline move on with the cupcake business without ever addressing whether she's actually learned.",FALSE,TwoBrokeGirls,AbortedArc
"The show has on several occasions included jokes and dialogue directly referring to her large breasts, with Max seemingly not bothered about it (under the trope descriptor, she simultaneously qualifies for Type 3 and 4).",FALSE,TwoBrokeGirls,BigBreastsBigDeal
"Deconstructed throughout the episode when Caroline repeatedly tells Max not to view them through a stereotype, only to find out something new and stereotypical about them.",FALSE,TwoBrokeGirls,CampGay
"Caroline ""accidentally"" spills a bowl of borscht on a girl who took a shirt Max was interested in at Goodwill.",FALSE,TwoBrokeGirls,ContrivedClumsiness
Caroline remains firmly convinced that she was really crying over her break-up).,FALSE,TwoBrokeGirls,ADateWithRosiePalms
"He told her that they were making legitimate money and, being his daughter, she believed him.",FALSE,TwoBrokeGirls,FallenPrincess
Caroline seems to have inherited her father's business sense as well as his lax approach to business ethics.,FALSE,TwoBrokeGirls,InTheBlood
"It's pretty much established at the end of ""And The Reality Check"" that she's rather nice as   Max is holding back tears as Chestnut is sent away for the winter .",TRUE,TwoBrokeGirls,JerkWithAHeartOfGold
She's either this or possibly a  Knight in Sour Armor .,TRUE,TwoBrokeGirls,JerkWithAHeartOfGold
Max:  No I don't.,FALSE,TwoBrokeGirls,MeaningfulEcho
"When Max actually compliments Caroline with no trace of sarcasm and mockery, Caroline thinks that Max must be seriously depressed.",FALSE,TwoBrokeGirls,OOCIsSeriousBusiness
""" A real New York City subway tunnel would not have one, but it clearly symbolizes both the risk Caroline took starting her life over at the diner and the risk Max takes later in the episode by  giving up her babysitting job for the business .",TRUE,TwoBrokeGirls,RuleOfSymbolism
"But Caroline is an even better example than thatWe never really see her doing any work ( lampshaded , of course, by Max) and in episode three she even  deliberately dumps borscht on a customer .",TRUE,TwoBrokeGirls,UltimateJobSecurity
"The episode ends immediately after, and Caroline pretended it was an accident, but given the Wretched Hive the entire neighborhood is portrayed as, and his level of incompetence, Han might simply not care.",TRUE,TwoBrokeGirls,UltimateJobSecurity
"She is not a bad waitress, considering her lack of experience, and has no problems washing her uniform in a sink.",FALSE,TwoBrokeGirls,UpperClassTwit
The eponymous duo are a straighter example.,FALSE,TwoBrokeGirls,VitriolicBestBuds
" and revolves around the lives, loves and assorted issues of five friends, consisting of the  motherly , caring, yet slobbish Janet Keogh (ne Smith),  slacker  but sensitive and all-round nice guy Jonny Keogh, who is Janet's long-term boyfriend and later husband, the laddish Gaz Wilkinson, whose  brain power definitely isn't his strong point , the ambitious and hot-tempered Donna Wilkinson (ne Henshaw), who is Gaz's long-term girlfriend and later wife, and the narcissistic, insensitive and often  rather bizarre  Louise Brooks.",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,OopNorth
"While the first two seasons of the show consisted of a  mere six episodes  each, the later seasons were much longer.",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,OopNorth
"Although  Two Pints  is a comedy series, it has shown itself to be more dramatic and serious, usually towards the end of a season.",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,OopNorth
"Donna later makes an insulting comment about Corinthian, claiming that ""(he) looks like (Janet) drank heavily during pregnancy"".",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,AlcoholIsPoison
" - An unusual trope for a sitcom, but there you go:  Jonny  and  Flo .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,AnyoneCanDie
"Also, although it is obviously non-canonical,  everyone  in the horror special.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,AnyoneCanDie
"""When Janet Killed Jonny"" runs on this.",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,BlackComedy
"He encounters a giant Jammy Dodger, his favourite biscuit in the world  ever , which crunches down on his head when he tries to eat the Dodger's yummy middle section of jam.",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,BLAMEpisode
He then turns into a Dodger-headed zombie.,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,BLAMEpisode
" - Averted - Donna is initially disgusted when Gaz tries out BDSM, but, in the following episode, she decides to give it a try herself.",FALSE,TwoPintsOfLagerAndAPacketOfCrisps,BondageIsBad
"It is later discovered that Gaz is actually the father, although he decides not to tell Janet, as she sees Corinthian as the only thing she has left of Jonny after he dies .",TRUE,TwoPintsOfLagerAndAPacketOfCrisps,ButICantBePregnant
He eventually comes out in season nine.,TRUE,TwoPintsOfLagerAndAPacketOfCrisps,CampGay
